
WATCH THE HIVEMIND HERE: http://www.twitch.tv/angrydraco 

*** NOTE ***

This is a snap shot for the hour before Anarchy was restored. All names
listed may or may not be human, they are everyone who contributed inputs
for the past hour. At point of interest I took this snap to help others
identify and witness the clone bots motives.

EDIT: Typos.

*** END NOTE **

-- FULL LIST AUTOMATICALLY GENERATED FROM HIVEMIND -- 
Names listed are those ACTIVE for the past 20 minutes as of (16D 20H - Suspect Snapshot) - UTC: 21:26:09.668

CORE VERSIONING - playerData: b130 DEV | dataPacket: b120 DEV | dataCounts: b130 DEV | Analysis is now implemented as playerData.fastAnalyze<Troll|Bot>() | 

-- INPUT COUNTS ARE FROM THE PAST HOUR -- 

OF THE 1178 USERS... 1129 HAVE AT LEAST 1 INPUTS

IN	Θ60	Θ15	Θ2	LEFT	RIGHT	UP	DOWN	A	B	St	Sel	L	R	Wait	Demo	Anarch	Riot	Chat	Yes	No	σ	(σ-μ)	μT	σT	USERNAME
2	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	prankidia19
2	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	anodyne5
2	0	0	0	    	    	1.0	    	1.0	    	    	    	    	    	0	0	0	0	0	0	0	0.3	0.2	0.0	0.0	xmacchickenx
2	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	insiontr47
2	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	fighterblaze
2	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	gagentek0
2	0	0	0	    	    	    	    	    	    	    	    	    	    	0	2	0	0	1	0	0	0.5	0.4	0.0	0.0	dragonboi16
2	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	codegeol7
2	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	2	0	0	0	0	0.5	0.4	0.0	0.0	programmer16
2	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	screepi90
2	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	spoonway69
2	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	coonhagen71
2	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	jackinte29
2	0	0	0	    	    	    	    	    	    	2.0	    	    	    	0	0	0	0	0	0	0	0.5	0.4	0.0	0.0	yannimarkovina
2	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	romancelist8
2	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	momennatelh8
2	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	fallsyspara76
2	0	0	0	    	    	1.0	1.0	    	    	    	    	    	    	0	0	0	0	0	0	0	0.3	0.2	0.0	0.0	cycrum
2	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	monreebabe2
2	0	0	0	    	1.0	1.0	    	    	    	    	    	    	    	0	0	0	0	1	0	0	0.3	0.2	0.0	0.0	monkeyboyinc
2	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	feoffodys00
2	0	0	0	    	    	1.0	    	    	    	    	    	    	    	0	0	1	0	1	0	0	0.3	0.2	0.0	0.0	accrafter
2	0	0	0	    	    	    	    	    	    	1.0	    	    	    	0	1	0	0	1	0	0	0.3	0.2	0.0	0.0	freekhoorn94
2	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	marazerer72
2	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	rutgesade80
2	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	knightbriefing851
2	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	avanoxic59
2	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	corpoita3
2	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	luckytori69
2	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	dramatown9
2	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	blicaleg06
2	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	2	0	0	0	0	0.5	0.4	0.0	0.0	quella_volpe
2	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	leaditopit603
2	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	galloneh4
2	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	cleverwebs8
2	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	planetdrummer234
2	0	0	0	    	    	    	    	2.0	    	    	    	    	    	0	0	0	0	0	0	0	0.5	0.4	0.0	0.0	lilgordo130
2	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	2	0	0	0	0	0.5	0.4	0.0	0.0	rhyirk
2	0	0	0	0.5	    	0.5	1.0	    	    	    	    	    	    	0	0	0	0	0	0	0	0.3	0.2	0.0	0.0	jackster182
2	0	0	0	    	    	    	    	    	1.0	    	    	    	    	0	1	0	0	0	0	0	0.3	0.2	0.0	0.0	purebutter
2	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	daswonder4
2	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	cysingee55
2	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	nuthated16
2	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	blikiawer3
2	0	0	0	    	1.0	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	grifmen
2	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	gnatextop81
2	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	allywhee5
2	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	2	0	1	0	0	0.5	0.4	0.0	0.0	jftanner
2	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	numbsrepe8
2	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	2	0	1	0	0	0.5	0.4	0.0	0.0	famoustristan
2	0	0	0	1.0	    	1.0	    	    	    	    	    	    	    	0	0	0	0	2	0	0	0.3	0.2	0.0	0.0	toyframe
2	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	fantatele88
2	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	2	0	0	0	0	0.5	0.4	0.0	0.0	waluigi763
2	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	katrburnt2
2	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	doggmarcs88
2	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	hounder8
2	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	daritersta259
2	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	conswere29
2	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	passiontran89
2	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	captainmcrise
2	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	2	0	3	0	0	0.5	0.4	0.0	0.0	nationstates
2	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	2	0	0	0	0	0.5	0.4	0.0	0.0	kyle7447
2	0	0	0	    	    	1.0	    	    	    	    	    	    	    	0	0	1	0	1	0	0	0.3	0.2	0.0	0.0	jjw213
2	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	jiggylocaltman25
2	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	hipurball
2	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	keepupscree72
2	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	popedompanc4
2	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	scorpionia
2	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	saxbysis32
2	0	0	0	    	    	0.5	    	    	    	0.5	    	    	    	0	1	0	0	1	0	0	0.3	0.2	0.0	0.0	zmarine44
2	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	crossedrasi284
2	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	assayonki63
2	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	blogsra7
2	0	0	0	    	2.0	    	    	    	    	    	    	    	    	0	0	0	0	2	0	0	0.5	0.4	0.0	0.0	stigno_99
2	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	kavlity11
2	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	astrose15
2	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	nighthelpful
2	0	0	0	    	2.0	    	    	    	    	    	    	    	    	0	0	0	0	0	0	0	0.5	0.4	0.0	0.0	mahna_mahna
2	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	comblect3
2	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	2	0	0	0	0	0.5	0.4	0.0	0.0	lbarnes93
2	0	0	0	    	    	2.0	    	    	    	    	    	    	    	0	0	0	0	1	0	0	0.5	0.4	0.0	0.0	speed27
2	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	2	0	2	0	0	0.5	0.4	0.0	0.0	geeju_kii
2	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	cognisun208
2	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	laughfredweb
2	0	0	0	    	1.0	1.0	    	    	    	    	    	    	    	0	0	0	0	1	0	0	0.3	0.2	0.0	0.0	chwain
2	0	0	0	    	    	    	    	    	    	    	    	    	    	0	2	0	0	2	0	0	0.5	0.4	0.0	0.0	mari_agumon
2	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	bagophands8
2	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	lipsxipla680
2	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	coolederma069
2	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	goryotic66
2	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	breassece64
2	0	0	0	1.0	    	    	    	    	1.0	    	    	    	    	0	0	0	0	0	0	0	0.3	0.2	0.0	0.0	brockster318
2	0	0	0	1.0	    	1.0	    	    	    	    	    	    	    	0	0	0	0	0	0	0	0.3	0.2	0.0	0.0	ahbet744
2	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	greekai6
2	0	0	0	    	    	    	1.0	    	1.0	    	    	    	    	0	0	0	0	2	0	0	0.3	0.2	0.0	0.0	wazzup243
2	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	phiamberfa4
2	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	koolblentr2
2	0	0	0	1.0	    	    	    	    	    	    	    	    	    	0	1	0	0	0	0	0	0.3	0.2	0.0	0.0	coolluck321
2	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	icygoofy
2	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	beastangels073
2	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	bunnywindat55
2	0	0	0	    	    	    	    	    	    	    	    	    	    	0	2	0	0	0	0	0	0.5	0.4	0.0	0.0	pikalaxalt
2	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	chirprezo
2	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	2	0	12	0	0	0.5	0.4	0.0	0.0	mojo120
2	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	crayonquick5
2	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	hunterract9
2	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	realing9
2	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	boosteatimo833
2	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	cyberhello3
2	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	firaxwe637
2	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	msheartso28
2	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	poshylech12
2	0	0	0	    	    	    	    	    	    	1.0	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	andyslugpantz
2	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	stahancele8
2	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	mdoggbestpenguin44
2	0	0	0	    	    	2.0	    	    	    	    	    	    	    	0	0	0	0	1	0	0	0.5	0.4	0.0	0.0	filomancio
2	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	lyfelifeplanet6
2	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	celltera883
2	0	0	0	    	    	1.0	    	    	    	    	    	    	    	0	1	0	0	1	0	0	0.3	0.2	0.0	0.0	ozzieizking
2	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	hoodvengeance94
2	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	gleronol
2	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	1	0	0	4	0	0	0.3	0.2	0.0	0.0	caligokeira
2	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	gamereports98
2	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	2	0	0	0	0	0.5	0.4	0.0	0.0	teamvistatech
2	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	inspiregame46
2	0	0	0	    	    	    	    	    	    	1.0	    	    	    	0	1	0	0	0	0	0	0.3	0.2	0.0	0.0	raggedstar
2	0	0	0	    	    	1.0	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	jonjon6446
2	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	1	0	0	0	0	0.3	0.2	0.0	0.0	purithani54
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	superzombiej
1	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	calista97
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	1	0	0	0	0	0	0.2	0.1	0.0	0.0	dying_will
1	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	featureddigy9
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	radiolati
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	cendbuma
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	fratacchia
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	1	0	0	0	0	0	0.2	0.1	0.0	0.0	underwearrainbows
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	1	0	0	0	0	0	0.2	0.1	0.0	0.0	jjessyyy
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	1	0	0	0	0	0	0.2	0.1	0.0	0.0	broseidon46
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	convert2
1	0	0	0	    	    	0.5	    	0.5	    	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	reoah
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	bwithyauangelic0
1	0	0	0	    	1.0	    	    	    	    	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	hazed_out
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	heallyon
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	flymdoggsmooth67
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	anatri24
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	kixfraser97
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	cairsoir
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	lurkjj
1	0	0	0	    	    	1.0	    	    	    	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	minutelicence
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	nick_tr
1	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	chirpsimple22
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	personiane01
1	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	andorcema
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	cardoabol299
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	ponyonnets90
1	0	0	0	    	    	    	    	    	    	1.0	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	connordemos
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	raberaff
1	0	0	0	    	    	1.0	    	    	    	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	silversongmsp
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	saiyangeig028
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	chriscross735
1	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	griffonzoan8
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	insidersius06
1	0	0	0	    	    	1.0	    	    	    	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	bestleesinna777
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	1	0	0	0	0	0	0.2	0.1	0.0	0.0	megamind1234
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	nicideen
1	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	imedxcher
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	cathereen93
1	0	0	0	    	1.0	    	    	    	    	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	jaedrik
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	friendspac6
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	quickginger475
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	lupinevolt
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	headlinemon06
1	0	0	0	    	    	    	    	1.0	    	    	    	    	    	0	0	0	0	1	0	0	0.2	0.1	0.0	0.0	creepynoise
1	0	0	0	    	    	    	    	    	1.0	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	xs_nitrogen
1	0	0	0	    	    	1.0	    	    	    	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	shardren725
1	0	0	0	    	    	1.0	    	    	    	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	12thlevelgoldenrooster
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	1	0	0	1	0	0	0.2	0.1	0.0	0.0	atr3
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	bradleywood74
1	0	0	0	    	    	1.0	    	    	    	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	kebnie
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	orcernet391
1	0	0	0	    	1.0	    	    	    	    	    	    	    	    	0	0	0	0	1	0	0	0.2	0.1	0.0	0.0	etroll780
1	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	flavoredus83
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	rpggazerlex6
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	shatfreak9
1	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	0	0	1	0	0	0.2	0.1	0.0	0.0	anomymous_panda
1	0	0	0	    	1.0	    	    	    	    	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	theredbaron73
1	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	cholife29
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	pentoysti936
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	awesomesawyer_steelseries
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	mechayd97
1	0	0	0	    	    	    	    	    	1.0	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	risukuaozora
1	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	corenaso863
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	girlmintglace753
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	1	0	0	1	0	1	0.2	0.1	0.0	0.0	illusion2438
1	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	packozyme02
1	0	0	0	    	    	1.0	    	    	    	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	cbear00
1	0	0	0	    	    	1.0	    	    	    	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	wasmachine2k14
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	raphippo4
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	esiscoal
1	0	0	0	    	1.0	    	    	    	    	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	yogfan800
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	1	0	0	0	0	0	0.2	0.1	0.0	0.0	pbalfredo
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	fullyangels
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	catchfo5
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	1	0	0	0.2	0.1	0.0	0.0	honestanarchist
